StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,QID2,QID3,QID4,QID4_5_TEXT,QID7,QID6,QID8,QID8_25_TEXT,QID10,QID11,QID12,QID13,QID15,QID16,QID17,QID40,QID18,QID19,QID20,QID21,QID22,QID23,QID24,QID25,QID26,QID28,QID29,QID30,QID31,QID32
,,,,100,,TRUE,,R_3BPEQaCKZiXJFHX,,,,,,,,,,Yes,,Undergraduate Student,,Economics ,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Moderately familiar,No,,Neutral,None,"N/A, I don't use either","Knowledge Sharing,Flexibility,Customization",Yes,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat agree,Some value,No,,No,No,,,
,,,,100,,TRUE,,R_7dSUvsFeCJvYSkZ,,,,,,,,,,Yes,,Graduate Student,,Business ,,Academic,School of Business,Not familiar at all,Slightly familiar,Slightly familiar,Yes,Khan academy,Valuable,GW Github,I use open source software about the same as the licensed software in CSL,Flexibility,Yes,Neither agree nor disagree,Neither agree nor disagree,Yes,Somewhat disagree,Neutral,Yes,,Yes,No,,,
,,,,100,,TRUE,,R_5wYBr1XaARkWguZ,,,,,,,,,,Yes,,Staff,,,2-3 years,Administrative,Libraries,Slightly familiar,Very familiar,Very familiar,Yes,"My work is dependent on a large amount of open source tools. As a librarian and archivist, I rely on open source software/technology like: ArchivesSpace (content management system), Samvera (digital repository), Fedora (Fedora Commons), Apache Solr, FFMpeg, Tesseract, OpenAI/Whisper, heritrix3 (web crawler), Python (and many additional python libraries). My work is also underpinned by a variety of open file formats.",Critical/Vital/Essential,"Adobe Creative Cloud,GW Github,Slack",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,Yes,,No,No,,,
,,,,100,,TRUE,,R_3e6W7tu457MqqaJ,,,,,,,,,,Yes,,Undergraduate Student,,Journalism and economics ,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Moderately familiar,Moderately familiar,Yes,,Irrelevant,None,I use open source software about the same as the licensed software in CSL,Community Support,No,Strongly disagree,Strongly agree,Yes,Somewhat disagree,Some value,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_5xELkEITYwHSgJT,,,,,,,,,,Yes,,Undergraduate Student,,Finance,,Academic,School of Business,Slightly familiar,Very familiar,Very familiar,Yes,,Valuable,"Adobe Creative Cloud,Mathematica,Microsoft Copilot",I use open source software about the same as the licensed software in CSL,"Reproducibility,Flexibility,Community Support,Vendor Independence",Yes,Somewhat agree,Somewhat agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_7rUTfhvLXLJnBM7,,,,,,,,,,Yes,,Undergraduate Student,,"Human Service & Social Justice, Peace Studies",,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Moderately familiar,Yes,Givepulse,Valuable,"Qualtrics,Slack,STATA",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Community Support,Customization",Yes,Somewhat agree,Neither agree nor disagree,No,Strongly disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,R_3tGIyTOlZ31UkPT,,,,,,,,,,Yes,,Undergraduate Student,,International Business ,,Academic,School of Business,Slightly familiar,Slightly familiar,Moderately familiar,No,,Critical/Vital/Essential,None,"N/A, I don't use either","Knowledge Sharing,Community Support",Yes,Somewhat agree,Strongly agree,No,Somewhat agree,Very valuable,Yes,,No,No,,,
,,,,100,,TRUE,,R_7KpdfHErlGj8pIL,,,,,,,,,,Yes,,Undergraduate Student,,Geography and Internarional Affairs,,Academic,Elliott School of International Affairs,Not familiar at all,Very familiar,Very familiar,Yes,"QGiS, Open Street Map, Gimp, lots of GitHub codes for mapping stuff, shape file databases",Critical/Vital/Essential,"Adobe Creative Cloud,ArcGIS",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Customization,Lower Costs",Yes,Strongly agree,Neither agree nor disagree,Yes,Neither agree nor disagree,Some value,Yes,,No,Yes,,,
,,,,100,,TRUE,,R_5sK4DxvCdLzHgFH,,,,,,,,,,Yes,,Undergraduate Student,,International Affairs,,Academic,Elliott School of International Affairs,Not familiar at all,Slightly familiar,Moderately familiar,Yes,Chat gpt ,Valuable,"Adobe Creative Cloud,Slack",I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Customization",Yes,Neither agree nor disagree,Somewhat agree,No,Strongly disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,R_6CJH5L6E0l1o4s9,,,,,,,,,,Yes,,Undergraduate Student,,IA,,Academic,Elliott School of International Affairs,Moderately familiar,Moderately familiar,Very familiar,No,,Neutral,"ArcGIS,Matlab,Qualtrics,SAS,SPSS from IBM",I use open source software much less than the licensed software in CSL,"Flexibility,Lower Costs",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Some value,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_1ffRcPv07zwupAM,,,,,,,,,,Yes,,Undergraduate Student,,Accounting ,,Academic,School of Business,Slightly familiar,Not familiar at all,Extremely familiar,No,,Neutral,Adobe Creative Cloud,"N/A, I don't use either","Flexibility,Customization,Lower Costs",Yes,Strongly agree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_6o8siemC7m7Tnz3,,,,,,,,,,Yes,,Undergraduate Student,,History ,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Not familiar at all,No,,Neutral,None,"N/A, I don't use either",Knowledge Sharing,Not sure,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_3IsmCoDaTgCoCn0,,,,,,,,,,Yes,,Undergraduate Student,,Business,,Academic,School of Business,Not familiar at all,Not familiar at all,Moderately familiar,Yes,Gpt,Valuable,None,"N/A, I don't use either","Flexibility,Customization,Lower Costs",Yes,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat agree,Neutral,No,,Yes,No,,,
,,,,100,,TRUE,,R_3I6OkrbdCTSaNPj,,,,,,,,,,Yes,,Graduate Student,,Economics,,Academic,Columbian College of Arts and Sciences,Slightly familiar,Very familiar,Moderately familiar,Yes,"R, Latex",Valuable,"ArcGIS,GW Github,Microsoft Copilot",I use open source software much less than the licensed software in CSL,Reproducibility,Yes,Neither agree nor disagree,Neither agree nor disagree,Yes,Somewhat agree,Some value,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_3lxXD4Z9hICacmx,,,,,,,,,,Yes,,Undergraduate Student,,crim,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Very familiar,Yes,,Neutral,"Microsoft Copilot,SPSS from IBM","N/A, I don't use either",,Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,R_1PctqFXW57DvLpy,,,,,,,,,,Yes,,Undergraduate Student,,International Affairs,,Academic,Elliott School of International Affairs,Not familiar at all,Not familiar at all,Moderately familiar,No,,Little importance,None,"N/A, I don't use either",Lower Costs,Yes,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,No,,,
,,,,100,,TRUE,,R_1mEfRME8s2nyQn8,,,,,,,,,,Yes,,Undergraduate Student,,Biology,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Moderately familiar,No,,Little importance,None,"N/A, I don't use either","Knowledge Sharing,Scalability,Community Support",Yes,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_71aOoHh0vqKFUP7,,,,,,,,,,Yes,,Undergraduate Student,,Political science ,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Moderately familiar,No,,Valuable,Slack,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_1ceFuyEqJ8ES3A9,,,,,,,,,,Yes,,Undergraduate Student,,Public Health,,Academic,Milken Institute School of Public Health,Very familiar,Very familiar,Extremely familiar,Yes,,Valuable,Qualtrics,"N/A, I don't use either","Knowledge Sharing,Community Support",Yes,Somewhat agree,Strongly agree,Yes,Somewhat disagree,Neutral,No,,Yes,No,,,
,,,,100,,TRUE,,R_15qS7g2V7X3kSSR,,,,,,,,,,Yes,,Undergraduate Student,,Political Science and Criminal Justice ,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Slightly familiar,Very familiar,Yes,Khan Academy. Quizlet?,Valuable,"Adobe Creative Cloud,Slack,SPSS from IBM",I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Customization",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_5OPGtcGrbxPMUkr,,,,,,,,,,Yes,,Undergraduate Student,,Public Health,,Academic,Milken Institute School of Public Health,Moderately familiar,Moderately familiar,Very familiar,Yes,Data analysis software,Critical/Vital/Essential,"Adobe Creative Cloud,Microsoft Copilot,Qualtrics,SAS,Slack",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Scalability,Lower Costs",Yes,Strongly agree,Strongly agree,No,Somewhat agree,Very valuable,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_5JRSEkHifeJFeRS,,,,,,,,,,Yes,,Undergraduate Student,,Biology ,,Academic,Columbian College of Arts and Sciences,Moderately familiar,Moderately familiar,Very familiar,Yes,Chat gpt ,Valuable,Microsoft Copilot,I use open source software about the same as the licensed software in CSL,Lower Costs,Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_1dgj5LiIT0P7YUF,,,,,,,,,,Yes,,Graduate Student,,Computer Science ,,Academic,School of Engineering and Applied Science,Slightly familiar,Slightly familiar,Slightly familiar,Yes,,Valuable,"GW Github,Microsoft Copilot",I use open source software about the same as the licensed software in CSL,"Knowledge Sharing,Flexibility,Lower Costs",Yes,Strongly agree,Strongly agree,No,Somewhat agree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_5CJW9PP39tMK9V1,,,,,,,,,,Yes,,Undergraduate Student,,International Affairs,,Academic,Elliott School of International Affairs,Moderately familiar,Slightly familiar,Very familiar,No,,Neutral,"Adobe Creative Cloud,Qualtrics","N/A, I don't use either","Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_3PwhAbCmlIfPTqW,,,,,,,,,,Yes,,Undergraduate Student,,biology,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Not familiar at all,No,,Neutral,"Matlab,Slack","N/A, I don't use either","Reproducibility,Flexibility",Yes,Neither agree nor disagree,Somewhat disagree,Yes,Somewhat agree,Little value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_7fi24l3O3WSexnb,,,,,,,,,,Yes,,Undergraduate Student,,Physics ,,Academic,Elliott School of International Affairs,Not familiar at all,Slightly familiar,Very familiar,Yes,"Khan academy,  MIT opencourseware ,  open source code",Valuable,Mathematica,I use open source software much more than the licensed software in CSL,Knowledge Sharing,Yes,Somewhat agree,Somewhat agree,No,Somewhat disagree,Very valuable,No,,No,No,,,
,,,,100,,TRUE,,R_7CPX5IjmKSxZ6Lo,,,,,,,,,,Yes,,Undergraduate Student,,art history,,Academic,Corcoran School of the Arts & Design,Slightly familiar,Not familiar at all,Very familiar,No,,Valuable,Adobe Creative Cloud,"N/A, I don't use either",Reproducibility,Yes,Somewhat agree,Strongly agree,No,Somewhat disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,R_729j8oq1vhSMNs5,,,,,,,,,,Yes,,Undergraduate Student,,Public Health,,Academic,Milken Institute School of Public Health,Not familiar at all,Not familiar at all,Slightly familiar,No,,Little importance,None,"N/A, I don't use either","Customization,Lower Costs",Not sure,Somewhat disagree,Somewhat agree,No,Somewhat agree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_7EVBlk76gKHtipP,,,,,,,,,,Yes,,Graduate Student,,Anthropology ,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Slightly familiar,Yes,Open access journals,Critical/Vital/Essential,Slack,I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Lower Costs",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,No,No,,,
,,,,100,,TRUE,,R_5lsrAFQtIArAauP,,,,,,,,,,Yes,,Undergraduate Student,,Poli sci ,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Moderately familiar,Yes,,Little importance,"Adobe Creative Cloud,ArcGIS,Autodesk,Kurzweil 3000,Maple,Microsoft Copilot,Qualtrics,SAS,SPSS from IBM,STATA",I use open source software much less than the licensed software in CSL,Scalability,No,Somewhat agree,Somewhat agree,Yes,Somewhat agree,Very valuable,No,,No,No,,,
,,,,100,,TRUE,,R_7llAgNVvW5CRGfL,,,,,,,,,,Yes,,Graduate Student,,Economics,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Moderately familiar,No,,Little importance,GW Github,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility",Yes,Strongly agree,Somewhat agree,No,Somewhat agree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,R_1fv3Za5q3GnNQuD,,,,,,,,,,Yes,,Undergraduate Student,,Finance ,,Academic,School of Business,Not familiar at all,Not familiar at all,Very familiar,Yes,"Chat, Khan, and youtube ",Valuable,"GW Github,Mathematica",I use open source software about the same as the licensed software in CSL,"Reproducibility,Scalability,Community Support,Customization",Yes,Somewhat agree,Somewhat agree,Yes,Neither agree nor disagree,Neutral,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_3aVLnpEqXMqTGsU,,,,,,,,,,Yes,,Graduate Student,,Business Analytics ,,Academic,School of Business,Not familiar at all,Not familiar at all,Moderately familiar,Yes,Khan academy,Valuable,"SPSS from IBM,STATA",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_1aG0XP84vrMbDFp,,,,,,,,,,Yes,,Graduate Student,,Public Policy,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Very familiar,Very familiar,No,,Valuable,"Microsoft Copilot,Qualtrics,Slack","N/A, I don't use either","Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_52QFhRw6o5Z5HRO,,,,,,,,,,Yes,,Graduate Student,,Law,,Academic,Law School,Not familiar at all,Not familiar at all,Not familiar at all,Yes,University libraries and online digital learning platforms ,Valuable,None,"N/A, I don't use either",Lower Costs,Yes,Neither agree nor disagree,Somewhat agree,No,Somewhat disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_3d13SsKMI17fHx8,,,,,,,,,,Yes,,Undergraduate Student,,Political science,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Moderately familiar,No,,Neutral,None,"N/A, I don't use either",Knowledge Sharing,Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_6fk4UqelblBr27I,,,,,,,,,,Yes,,Undergraduate Student,,Bio,,Academic,Columbian College of Arts and Sciences,Moderately familiar,Slightly familiar,Extremely familiar,Yes,Stack Overflow ,Valuable,"None,Microsoft Copilot","N/A, I don't use either","Knowledge Sharing,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_3rIM0isKIn9Xr5N,,,,,,,,,,Yes,,Undergraduate Student,,Cognitive a neuroscience ,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Moderately familiar,Yes,Khan Academy  ,Neutral,None,"N/A, I don't use either",Knowledge Sharing,Yes,Somewhat agree,Somewhat disagree,No,Somewhat agree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_7wH1UJa5dwFjTw5,,,,,,,,,,Yes,,Undergraduate Student,,Business,,Academic,School of Business,Slightly familiar,Slightly familiar,Moderately familiar,No,,Neutral,None,"N/A, I don't use either",Community Support,Not sure,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,No,No,,,
,,,,100,,TRUE,,R_1FzH4g9eGlSnGCm,,,,,,,,,,Yes,,Undergraduate Student,,Psychology ,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Not familiar at all,Slightly familiar,Yes,khan academy ,Neutral,None,I use open source software about the same as the licensed software in CSL,Lower Costs,Not sure,Somewhat agree,Somewhat agree,No,Somewhat agree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_13dCrWnXhkWt8Yb,,,,,,,,,,Yes,,Undergraduate Student,,Public Health,,Academic,Milken Institute School of Public Health,Slightly familiar,Very familiar,Moderately familiar,No,,Neutral,STATA,"N/A, I don't use either","Reproducibility,Knowledge Sharing",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Neutral,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_7lYYMrpNWShGBMk,,,,,,,,,,Yes,,Graduate Student,,Data analytics,,Academic,School of Engineering and Applied Science,Slightly familiar,Slightly familiar,Very familiar,Yes,,Valuable,"Matlab,Slack",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support",Yes,Strongly agree,Strongly disagree,Yes,Somewhat agree,Very valuable,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_7HuGusbTJUdhzem,,,,,,,,,,Yes,,Graduate Student,,Data analytics ,,Academic,School of Engineering and Applied Science,Slightly familiar,Not familiar at all,Slightly familiar,Yes,,Critical/Vital/Essential,"Adobe Creative Cloud,Slack,STATA",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs",Yes,Strongly disagree,Strongly disagree,No,Somewhat agree,Neutral,No,,,,,,
,,,,100,,TRUE,,R_1G6AiGaXAmW2IGs,,,,,,,,,,Yes,,Graduate Student,,Data Science ,,Academic,Corcoran School of the Arts & Design,Not familiar at all,Moderately familiar,Moderately familiar,Yes,Github Student Resources,Critical/Vital/Essential,"GW Github,Microsoft Copilot",I use open source software about the same as the licensed software in CSL,"Flexibility,Scalability",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Some value,Yes,,,,,,
,,,,100,,TRUE,,R_79fRlLhedSuesGU,,,,,,,,,,Yes,,Undergraduate Student,,International Affairs,,Academic,Elliott School of International Affairs,Moderately familiar,Moderately familiar,Very familiar,Yes,Khan Academy,Neutral,"Adobe Creative Cloud,GW Github",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_5wodcVdyFXRkYZz,,,,,,,,,,Yes,,Graduate Student,,Data science ,,Academic,Columbian College of Arts and Sciences,Slightly familiar,Slightly familiar,Slightly familiar,No,,Neutral,None,"N/A, I don't use either",Scalability,Not sure,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_7JEMUB6sLLZXqgo,,,,,,,,,,Yes,,Graduate Student,,Computer science,,Academic,School of Engineering and Applied Science,Slightly familiar,Slightly familiar,Slightly familiar,Yes,Obsidian,Valuable,None,"N/A, I don't use either","Knowledge Sharing,Scalability,Community Support,Lower Costs",Yes,Somewhat agree,Somewhat agree,Yes,Somewhat agree,Some value,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_7pnxC8ldVbQG1ak,,,,,,,,,,Yes,,Undergraduate Student,,Finance ,,Academic,School of Business,Not familiar at all,Not familiar at all,Very familiar,No,,Neutral,STATA,"N/A, I don't use either",Customization,Not sure,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Neutral,No,,,,,,
,,,,100,,TRUE,,R_6m2ApVMaKIYBhmF,,,,,,,,,,Yes,,Undergraduate Student,,Poli Sci,,Academic,Columbian College of Arts and Sciences,Not familiar at all,Moderately familiar,Moderately familiar,No,,Neutral,None,"N/A, I don't use either","Knowledge Sharing,Flexibility,Lower Costs",Yes,Neither agree nor disagree,Neither agree nor disagree,Yes,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,R_1eahZm2SphVci1v,,,,,,,,,,No,,,,,,,,Not familiar at all,Extremely familiar,Moderately familiar,Yes,"Alpha fold, esm, python, python libraries, ",Critical/Vital/Essential,"Adobe Creative Cloud,Matlab,Slack",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,No,Yes,,,
,,,,100,,TRUE,,R_7NqTPu90axpCSWw,,,,,,,,,,Yes,,Undergraduate Student,,Computer science ,,Academic,School of Engineering and Applied Science,Very familiar,Very familiar,Extremely familiar,Yes,Giithub,Valuable,"Adobe Creative Cloud,GW Github,Matlab,Microsoft Copilot",I use open source software much more than the licensed software in CSL,"Flexibility,Scalability,Customization",Yes,Strongly agree,Strongly agree,Yes,Somewhat disagree,Very valuable,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,R_1XvPwE0JN6JdZC1,,,,,,,,,,Yes,,Staff,,,10+ years,Administrative,Libraries,Moderately familiar,Very familiar,Moderately familiar,Yes,"GIMP, Audacity, Handbrake",Critical/Vital/Essential,"Adobe Creative Cloud,Slack",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,No,Somewhat agree,Very valuable,No,,,,,,
,,,,100,,TRUE,,R_7cqn1ifwH89ZGn1,,,,,,,,,,Yes,,Staff,,,10+ years,Academic,Columbian College of Arts and Sciences,Not familiar at all,Very familiar,Very familiar,Yes,"openstax, open textbook library, oasis, oer commons, merlot, coerll",Valuable,"Adobe Creative Cloud,Microsoft Copilot,Slack",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Very valuable,No,,,,,,
,,,,100,,TRUE,,R_1Yij7pkNKvk3jEt,,,,,,,,,,Yes,,Staff,,,0-1 years,Administrative,Libraries,Slightly familiar,Moderately familiar,Extremely familiar,Yes,Zotero,Neutral,"Microsoft Copilot,Slack",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Somewhat agree,Somewhat agree,No,Somewhat agree,Very valuable,No,,,,,,
,,,,100,,TRUE,,R_5Yy48bcuszoliyP,,,,,,,,,,Yes,,Staff,,,10+ years,Administrative,Libraries,Moderately familiar,Extremely familiar,Very familiar,Yes,"I develop, contribute to, and maintain a variety of open-source software applications. using programming languages and environments that, for the most part, are open source. We run on our applications on the open-source OS Linux/Ubuntu (though we are increasingly using AWS infrastructure, which is obviously not open-source). ",Critical/Vital/Essential,"Adobe Creative Cloud,GW Github,Slack",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Customization,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Somewhat agree,Very valuable,No,,,,,,
,,,,100,,TRUE,,R_3hglwXwnTB8Tm7v,,,,,,,,,,Yes,,Staff,,,4-6 years,Administrative,Libraries,Slightly familiar,Very familiar,Very familiar,Yes,"hyrax institutional repository, ArchivesSpace finding aid repository, Spotlight and Blacklight (e.g Digital Library of the Middle East) ",Valuable,"Adobe Creative Cloud,Slack",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,,,,,
,,,,100,,TRUE,,R_1sA4jVquqsbO6hX,,,,,,,,,,Yes,,Faculty,,,4-6 years,Administrative,Libraries,Slightly familiar,Moderately familiar,Extremely familiar,Yes,"github, QGIS ",Valuable,"Adobe Creative Cloud,ArcGIS,Microsoft Copilot,NVivo,Slack",I use open source software much less than the licensed software in CSL,"Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,No,Somewhat disagree,Very valuable,No,,No,No,,,
,,,,100,,TRUE,,R_5iUAQGZ6kLZZNUK,,,,,,,,,,Yes,,Faculty,,,10+ years,Academic,School of Engineering and Applied Science,Not familiar at all,Moderately familiar,Very familiar,No,,Valuable,"Adobe Creative Cloud,Matlab,NVivo,Qualtrics",I use open source software about the same as the licensed software in CSL,"Reproducibility,Lower Costs,Vendor Independence",Yes,Somewhat agree,Strongly agree,No,Neither agree nor disagree,Some value,No,,,,,,
,,,,100,,TRUE,,R_5Y9OTKTD0bqLZMd,,,,,,,,,,Yes,,Staff,,,10+ years,Administrative,Information Technology,Not familiar at all,Very familiar,Very familiar,Yes,"Linux, Firefox, Python, Filezilla,  ",Valuable,"GW Github,Microsoft Copilot,Slack",I use open source software much more than the licensed software in CSL,"Community Support,Lower Costs",Yes,Somewhat agree,Somewhat agree,Yes,Neither agree nor disagree,Some value,No,,Yes,Yes,,,